Compound_ID,MW,LogP,HBD,HBA,Predicted_dG,Lipinski_Violations,Drug_Like,Binding_Category
VL_0315,530.5478807154329,3.015528929765071,5,3,-9.825979388888888,1,True,Strong
VL_0316,402.1003841632759,1.0322456514747607,1,3,-7.017634730158736,0,True,Moderate
VL_0317,468.1952971294964,1.4023295053869411,4,5,-8.667744507936499,0,True,Moderate
VL_0318,368.9733243406544,2.5421629434679986,1,5,-7.507311452963703,0,True,Moderate
VL_0319,432.4166352488442,2.0857316967610755,1,6,-8.324963828282817,0,True,Moderate
VL_0320,386.98569456323156,2.719543045521831,1,2,-7.098633858807863,0,True,Moderate
VL_0321,409.6995964992718,3.084974887345661,0,6,-7.517415394522143,0,True,Moderate
VL_0322,459.51570254369136,3.794539131535096,1,4,-8.499786494949488,0,True,Moderate
VL_0323,318.17793167665275,2.894251832911363,4,3,-7.4887878956044,0,True,Moderate
VL_0324,609.238727568546,3.7297524657393026,2,4,-10.658108095238092,1,True,Strong
VL_0325,299.3982618500298,3.0967116222151803,1,2,-7.05121146595072,0,True,Moderate
VL_0326,278.5811387212268,0.03680015046919305,1,6,-7.608709526695534,0,True,Moderate
VL_0327,515.8110873500068,1.5909969092718685,1,8,-8.796646404761896,1,True,Moderate
VL_0328,479.1662693962936,2.7838686664175767,2,5,-8.757789222222216,0,True,Moderate
VL_0329,462.4119817052155,1.1854578857383387,2,6,-8.603189777777771,0,True,Moderate
VL_0330,462.834550926428,3.8998930949943067,0,5,-8.443048328282822,0,True,Moderate
VL_0331,398.77532271530856,5.296126248515546,2,5,-8.01277890931291,1,True,Moderate
VL_0332,310.2745628514168,4.828142777545975,1,6,-7.457132818043071,0,True,Moderate
VL_0333,407.5804558193726,2.679835693604688,2,4,-7.887436510683759,0,True,Moderate
VL_0334,332.28382884878886,5.2360892052749275,2,4,-7.85037864740815,1,True,Moderate
VL_0335,497.5119733417751,3.2230011858031675,0,5,-9.445991510822509,0,True,Strong
VL_0336,385.29426184978615,2.494371043322941,2,5,-8.09621200851926,0,True,Moderate
VL_0337,317.45028032074885,2.0798960046885906,0,4,-7.240841667249422,0,True,Moderate
VL_0338,367.86141583470067,2.5462954702678076,3,4,-8.01629862973138,0,True,Moderate
VL_0339,441.2931454275624,2.417734772188157,4,7,-8.579934357142847,0,True,Moderate
VL_0340,343.6275447196025,3.2556243335632313,4,5,-8.241132526556777,0,True,Moderate
VL_0341,317.77796044335685,3.2408609715747967,3,4,-8.097767010683762,0,True,Moderate
VL_0342,424.36872114919123,3.0045690302301216,3,3,-7.549155427350431,0,True,Moderate
VL_0343,424.49665711087226,3.655407254619525,2,9,-7.7176365662393165,0,True,Moderate
VL_0344,349.30568246288703,4.7859694121795116,0,6,-7.298054687090691,0,True,Moderate
VL_0345,352.8961694381677,4.4243312031619855,2,6,-7.8411027466145,0,True,Moderate
VL_0346,423.20499373576365,0.7726530473251447,3,4,-7.895303861111114,0,True,Moderate
VL_0347,255.19156585026758,-0.830881702352932,1,7,-7.385635391774896,0,True,Moderate
VL_0348,259.2536225623445,4.40147986685891,2,6,-7.7973474807414815,0,True,Moderate
VL_0349,328.15557787475643,0.9496819523768685,1,6,-7.6066228600288674,0,True,Moderate
VL_0350,378.6552848288153,2.6628518971609747,1,2,-7.107862192141195,0,True,Moderate
VL_0351,431.09075655980047,1.2448304609109608,2,6,-8.58038027777777,0,True,Moderate
VL_0352,547.5356216949552,0.29702934362997047,3,4,-9.377236666666658,1,True,Strong
VL_0353,485.76596232020194,3.812194092307182,2,7,-8.782691166666662,0,True,Moderate
VL_0354,384.0061470036573,4.13873274045397,0,8,-7.51204928629704,0,True,Moderate
VL_0355,398.0983792097311,2.1352343989099207,3,6,-8.14318004639805,0,True,Moderate
VL_0356,299.7470635362191,-0.8865634382173648,2,3,-7.275729944444453,0,True,Moderate
VL_0357,398.148686400761,2.180633327621276,2,4,-7.829780341852595,0,True,Moderate
VL_0358,371.1341361079862,3.5877060081038197,0,5,-7.3968570005827505,0,True,Moderate
VL_0359,432.27185603380894,0.7816326468388066,4,3,-8.459898841269831,0,True,Moderate
VL_0360,317.2769056447677,3.2750398796687334,2,5,-7.978360056138309,0,True,Moderate
VL_0361,451.93465142411725,2.9770352262405066,2,8,-8.705649412698405,0,True,Moderate
VL_0362,553.2738913002578,3.8689372494016325,1,8,-10.431727428571426,1,True,Strong
VL_0363,389.12398515431425,3.1793705526212297,2,5,-8.064864984709736,0,True,Moderate
VL_0364,440.17117220989417,1.5403965886776667,2,5,-8.684552277777769,0,True,Moderate
VL_0365,469.0143991711112,4.794857252496737,2,8,-8.533192952380945,0,True,Moderate
VL_0366,359.8779528114164,2.7622056404595448,4,5,-7.983453717032969,0,True,Moderate
VL_0367,422.4092481810417,2.9590431907351022,0,4,-7.3850348945221445,0,True,Moderate
VL_0368,401.25924007817946,1.6000980613902058,1,3,-7.030105702380956,0,True,Moderate
VL_0369,409.7676098548832,2.3350766232127347,4,7,-7.92099609004884,0,True,Moderate
VL_0370,322.6990216144534,1.6727959289596486,0,4,-7.178271914502168,0,True,Moderate
VL_0371,402.4510174258943,2.7405809101148657,0,4,-7.340768833916084,0,True,Moderate
VL_0372,449.799829124545,5.567562720213515,3,5,-8.687000317460306,1,True,Moderate
VL_0373,545.1143607795042,0.9421482856029657,0,3,-9.26412999999999,1,True,Strong
VL_0374,495.92708260852066,0.5796579031848883,1,5,-8.894739571428564,0,True,Moderate
VL_0375,615.3182457511557,5.206755491240413,0,4,-10.266036944444442,2,False,Strong
VL_0376,323.26524371119507,2.6860144842722007,1,6,-7.5002042982017985,0,True,Moderate
VL_0377,487.23206367206785,1.9963908920101252,2,5,-8.658046722222215,0,True,Moderate
VL_0378,418.3342005738352,4.559857031094115,2,5,-7.953805411477411,0,True,Moderate
VL_0379,618.9802933217672,2.091576690394704,1,2,-9.259711666666657,1,True,Strong
VL_0380,319.17017146448484,5.739014570320404,2,5,-7.693924746614498,1,True,Moderate
VL_0381,316.0278157819224,4.016888807008904,3,3,-7.484723927350432,0,True,Moderate
VL_0382,340.0607354555978,2.268132887781446,0,3,-6.555077311188818,0,True,Weak
VL_0383,187.61042756901932,6.235962319898255,3,5,-5.623345833333335,1,True,Weak
VL_0384,347.4244978319239,2.0914276154949922,1,4,-6.966402107725613,0,True,Weak
VL_0385,324.0867338446302,4.113143058013961,4,3,-7.531362371794877,0,True,Moderate
VL_0386,415.03937864762077,3.448938870609738,5,4,-7.982158383699636,0,True,Moderate
VL_0387,434.17559757771596,4.952611934098197,1,2,-8.329799828282816,0,True,Moderate
VL_0388,587.6170839215886,5.3422667950902785,1,6,-10.299034444444441,2,False,Strong
VL_0389,495.042383818605,3.04800622359865,4,7,-9.014981142857144,0,True,Strong
VL_0390,342.3096344337597,1.8698731944807248,1,3,-6.5869418084415665,0,True,Weak
VL_0391,310.1585328651642,3.6899582144086747,1,5,-7.426464226773228,0,True,Moderate
VL_0392,449.19191715065057,1.983426945371841,3,4,-8.692059777777768,0,True,Moderate
VL_0393,267.9766792979358,6.0200808712899345,2,6,-7.674804746614497,1,True,Moderate
VL_0394,583.1458765854354,3.2048029966241063,0,6,-10.331393333333335,1,True,Strong
VL_0395,517.9440120721287,2.452017673031837,1,2,-9.3711789047619,1,True,Strong
VL_0396,353.08243478952954,3.2770204587973626,2,2,-7.178884498779005,0,True,Moderate
VL_0397,228.68654709091226,0.9793105657054553,1,5,-6.8067076774891815,0,True,Weak
VL_0398,535.3872374165413,1.5425789422340226,4,2,-9.235835166666657,1,True,Strong
VL_0399,388.5460154747382,4.800620861916638,3,7,-8.066670498779004,0,True,Moderate
VL_0400,523.7816311973462,2.014658581542906,0,4,-9.016373904761895,1,True,Strong
VL_0401,240.5572341205633,1.4296335259770907,2,5,-7.532526664502168,0,True,Moderate
VL_0402,340.06249770462273,3.8049791287909294,4,7,-8.14351082814408,0,True,Moderate
VL_0403,400.5243699718183,4.778556231994496,2,5,-8.04579890931291,0,True,Moderate
VL_0404,404.6980593764742,4.0784299659976,1,7,-7.406620061188812,0,True,Moderate
VL_0405,354.9934528520756,4.494071528708725,2,1,-7.184278090048846,0,True,Moderate
VL_0406,462.2849932347499,1.8648073671458087,2,3,-8.374117444444435,0,True,Moderate
VL_0407,293.23795706174053,0.8672839998872344,2,4,-7.999793906565667,0,True,Moderate
VL_0408,385.76205149787063,5.25200047793323,1,9,-7.518287210900215,1,True,Moderate
VL_0409,412.02956317118986,2.5159802417367962,0,4,-7.327889894522144,0,True,Moderate
VL_0410,451.4438834058749,2.623750475317429,3,5,-8.727408944444434,0,True,Moderate
VL_0411,471.161487808889,4.992291212773587,6,6,-8.693232650793645,1,True,Moderate
VL_0412,287.5357908162131,3.8343450141009896,1,6,-7.426464226773228,0,True,Moderate
VL_0413,246.58858292643777,3.6838316581224113,2,3,-6.990552316239315,0,True,Weak
VL_0414,527.7676821898509,6.2475035173516265,2,3,-9.954455976190472,2,False,Strong
VL_0415,433.23140119795914,2.0347226544297854,2,5,-8.587274777777768,0,True,Moderate
VL_0416,325.15134634434463,4.391760192121856,2,7,-7.856446643439896,0,True,Moderate
VL_0417,555.1151975522523,3.0855196873456268,2,6,-10.409583333333336,1,True,Strong
VL_0418,411.56746342928585,3.4028884182948853,1,6,-7.520248061188808,0,True,Moderate
VL_0419,517.9297184063827,5.292702639618797,4,4,-10.019737333333332,2,False,Strong
VL_0420,406.7518481410109,3.7617536344344353,3,7,-7.934248621794874,0,True,Moderate
VL_0421,606.0747924881987,3.807444118574449,0,4,-10.649991428571425,1,True,Strong
VL_0422,575.5340842443204,4.608761005964704,2,8,-10.148317468253966,1,True,Strong
VL_0423,375.10358515209265,2.452570905685672,2,5,-8.123810341852593,0,True,Moderate
VL_0424,497.1570950954355,1.7411854989914906,3,5,-9.052788722222214,0,True,Strong
VL_0425,464.5375949585148,1.4327862089684498,1,4,-8.382022285714278,0,True,Moderate
VL_0426,536.8631557532349,0.05046511593599723,2,5,-9.426623499999993,1,True,Strong
VL_0427,303.5076539419896,6.084310694910483,0,2,-7.020810954045957,1,True,Moderate
VL_0428,468.6051459998439,1.3451874514174753,3,3,-8.476718555555546,0,True,Moderate
VL_0429,505.84244868495875,2.668119564621342,3,7,-9.419172357142855,1,True,Strong
VL_0430,224.12605135768857,2.584780050166619,2,5,-7.3021970759795725,0,True,Moderate
VL_0431,281.6741487334225,3.4611100467136513,0,6,-7.395720607725609,0,True,Moderate
VL_0432,196.07678222398994,4.223605818808945,3,7,-5.942904038461538,0,True,Weak
VL_0433,373.0593165555442,4.2907102325396185,2,2,-7.443801808302812,0,True,Moderate
VL_0434,471.7542255795962,2.1253838421465923,4,7,-8.535814357142847,0,True,Moderate
VL_0435,550.2357052096028,2.749317429320383,1,5,-10.28221,1,True,Strong
VL_0436,407.40947804197754,3.4238699257324496,3,5,-8.070940320207571,0,True,Moderate
VL_0437,562.8615545571292,2.6269633107246793,2,7,-9.996628968253969,1,True,Strong
VL_0438,261.9898541785109,5.411018364029989,4,6,-7.973206359890111,1,True,Moderate
VL_0439,229.66175606448454,3.736462427457377,0,5,-6.772016591852588,0,True,Weak
VL_0440,394.4452301103381,4.102316679074726,2,0,-7.484046332112337,0,True,Moderate
VL_0441,438.40654489393074,3.994321903001119,1,7,-8.486255994949486,0,True,Moderate
VL_0442,396.7305251905907,4.760210786227987,1,5,-7.546545210900213,0,True,Moderate
VL_0443,193.25578999601234,3.2715323380555605,1,5,-5.518205214285715,0,True,Weak
VL_0444,391.08799604872115,1.05475207806623,0,6,-7.57079032431458,0,True,Moderate
VL_0445,269.5530499495147,3.5995319276289623,1,8,-7.422954226773229,0,True,Moderate
VL_0446,466.9672548830039,2.0229646593122563,2,4,-8.606167555555546,0,True,Moderate
VL_0447,436.65982460968485,2.2070749773753646,3,6,-8.690922277777767,0,True,Moderate
VL_0448,306.0120213672645,3.8795460281326397,5,4,-8.102694788461541,0,True,Moderate
VL_0449,348.61330826633065,4.857424607150453,3,1,-7.153082256715512,0,True,Moderate
VL_0450,294.0786478111048,3.0319073651040926,2,3,-7.368349617826623,0,True,Moderate
VL_0451,393.7320902726828,3.463249518898446,4,4,-8.074743383699637,0,True,Moderate
VL_0452,495.51423205012384,5.553322416952857,3,5,-9.559614619047617,1,True,Strong
VL_0453,301.42739536644564,3.3611297692328526,2,4,-7.908337722804976,0,True,Moderate
VL_0454,450.40465155178447,6.9025246712705925,1,5,-8.436718177489164,1,True,Moderate
VL_0455,346.9742381627559,3.848264468447316,1,2,-6.761732954045961,0,True,Weak
VL_0456,320.7127167737656,0.35885586126627356,4,2,-7.398630222222229,0,True,Moderate
VL_0457,389.29696400454424,4.130012431656799,5,5,-8.227624050366304,0,True,Moderate
VL_0458,296.4757677580626,3.571737577324167,1,5,-7.425704226773227,0,True,Moderate
VL_0459,344.6350694652818,4.934629131124119,3,5,-7.838893340048843,0,True,Moderate
VL_0460,280.21221074111514,4.009772026904938,2,6,-7.9022500561383096,0,True,Moderate
VL_0461,596.472513291639,2.7923160240243394,1,4,-10.304466666666666,1,True,Strong
VL_0462,403.52635519717285,1.1635526455659515,2,9,-7.762142988095242,0,True,Moderate
VL_0463,330.02744920074144,2.686465114070962,1,7,-7.4968892982018,0,True,Moderate
VL_0464,421.3979910734222,1.7242193186860497,2,2,-7.373532638888892,0,True,Moderate
VL_0465,388.76719503091704,2.129214825292916,1,3,-6.9628920135697685,0,True,Weak
VL_0466,377.9030400466777,3.8828676066309145,0,4,-7.452634000582751,0,True,Moderate
VL_0467,461.4166700043425,5.50485675652711,2,6,-8.61128031746031,1,True,Moderate
VL_0468,475.7507710047305,3.5920072947344717,1,7,-8.423232439393933,0,True,Moderate
VL_0469,346.9498852389473,1.2061754069472235,2,4,-7.519167573232331,0,True,Moderate
VL_0470,342.418175935532,3.6669040023302113,3,5,-8.142594748779002,0,True,Moderate
VL_0471,372.4948302848356,4.794947229968477,0,5,-7.43001125851926,0,True,Moderate
VL_0472,169.80788352644151,2.0853256435209264,0,3,-5.468390000000004,0,True,Weak
VL_0473,248.48089378014478,2.7989742499906236,2,3,-6.911578506715507,0,True,Weak
VL_0474,536.6874267444525,3.0220322920937956,1,7,-10.281503611111113,1,True,Strong
VL_0475,564.4967713501284,1.82265253037664,2,3,-9.26627999999999,1,True,Strong
VL_0476,375.09639604436217,3.9724206507657884,3,8,-8.100726907509161,0,True,Moderate
VL_0477,457.6556963055766,2.818577777088328,2,8,-8.636836079365072,0,True,Moderate
VL_0478,431.1250154543536,3.6292986658605417,3,5,-8.675473792429786,0,True,Moderate
VL_0479,707.8880808455237,1.6687617332968498,3,5,-9.480991666666657,1,True,Strong
VL_0480,511.9574911434577,2.3438125495148845,3,3,-8.956481222222214,1,True,Moderate
VL_0481,387.20824085192334,4.083572036741657,2,3,-7.461607522588528,0,True,Moderate
VL_0482,304.44595593995746,2.4407502718623495,0,6,-7.3625488458208475,0,True,Moderate
VL_0483,239.35536797424274,5.590445776850108,2,5,-7.325860524392274,1,True,Moderate
VL_0484,420.3463635867223,2.4005457215780965,2,4,-7.8786365106837595,0,True,Moderate
VL_0485,324.3649254715697,3.337027088627829,2,6,-7.95987738947164,0,True,Moderate
VL_0486,257.7746290402326,4.398886247809635,3,3,-7.468515435286938,0,True,Moderate
VL_0487,335.34271157574733,0.8724514006004522,1,12,-7.127606479076485,1,True,Moderate
VL_0488,291.84519963856053,0.3587867820288362,2,1,-7.258869944444453,0,True,Moderate
VL_0489,568.7141635072564,0.711515528144858,0,6,-9.312604999999989,1,True,Strong
VL_0490,488.16397569494507,4.893876155140774,0,1,-8.444070439393931,0,True,Moderate
VL_0491,399.20273586833827,2.17221278116133,2,6,-8.052505008519262,0,True,Moderate
VL_0492,547.9944138890025,6.837298928502379,3,1,-10.222953253968251,2,False,Strong
VL_0493,407.7368307647618,2.1536286020139173,1,4,-7.368250299284049,0,True,Moderate
VL_0494,313.87157986717364,3.2768269547955553,1,3,-6.9316414659507215,0,True,Weak
VL_0495,552.3124077269657,5.313164928851814,4,3,-10.205283015873015,2,False,Strong
VL_0496,453.8910043684659,6.009139332238684,1,5,-8.406590677489165,1,True,Moderate
VL_0497,296.27538456735437,6.092255364954597,2,5,-7.693924746614498,1,True,Moderate
VL_0498,380.9661321916392,4.812549345889714,0,5,-7.515911925185927,0,True,Moderate
VL_0499,312.4381746615243,4.536093788717194,4,9,-8.136298340048844,0,True,Moderate
VL_0500,261.7200269035664,3.8887904238017748,3,3,-7.455059482905986,0,True,Moderate
VL_0501,492.61775475316415,4.167541614249957,2,3,-8.977475880952376,0,True,Moderate
VL_0502,590.9416640470131,2.1732214255072,2,6,-9.319841666666656,1,True,Strong
VL_0503,260.1432426180859,1.7727016748665392,3,6,-7.8941909563492105,0,True,Moderate
VL_0504,456.2969236690571,2.994938313883572,3,3,-8.623089944444438,0,True,Moderate
VL_0505,334.9357430878173,2.7447230662126074,1,7,-7.4351121196303716,0,True,Moderate
VL_0506,351.2874616235304,2.320157926009087,3,4,-7.653572344017099,0,True,Moderate
VL_0507,340.7606075761131,4.044581171185073,3,1,-7.423538665445672,0,True,Moderate
VL_0508,313.6009230320184,4.432957812855766,0,7,-7.428204893439897,0,True,Moderate
VL_0509,404.8521627944827,3.132610329437771,4,7,-7.9842358757631295,0,True,Moderate
VL_0510,316.9049883588962,5.216295121582893,4,2,-7.618606010683765,1,True,Moderate
VL_0511,427.0456825779839,1.2874663287997423,2,5,-8.021531361111112,0,True,Moderate
VL_0512,394.9761890550863,2.7095108110804227,2,6,-8.096891675185928,0,True,Moderate
VL_0513,376.10519531335905,1.9247665190957925,2,9,-7.80727201370852,0,True,Moderate
VL_0514,309.2436337958402,0.20019507439041018,0,3,-6.79728586111112,0,True,Weak
VL_0515,342.32286694316673,2.875978971235951,2,4,-7.863086984709738,0,True,Moderate
VL_0516,475.5391225825756,2.8173787374250745,2,10,-8.448774968253963,0,True,Moderate
VL_0517,450.09171876243806,5.270174614863197,3,4,-8.719293373015864,1,True,Moderate
VL_0518,302.2444755201449,3.946217526832166,0,4,-7.3713736077256105,0,True,Moderate
VL_0519,409.9332305429226,1.4637197635061927,1,4,-7.480567718253971,0,True,Moderate
VL_0520,475.1387123371789,5.781138849501282,3,7,-8.493496142857135,1,True,Moderate
VL_0521,233.05947188786283,4.83155054328803,3,8,-7.536756764652016,0,True,Moderate
VL_0522,454.3360192379935,3.873146555202924,4,6,-8.89134381746031,0,True,Moderate
VL_0523,333.7376241054153,2.660273851725252,0,6,-7.461658917249419,0,True,Moderate
VL_0524,457.05986685931595,1.5608411449147803,3,3,-8.443537444444436,0,True,Moderate
VL_0525,323.6740843457483,2.4416898358934205,1,5,-7.492731798201799,0,True,Moderate
VL_0526,219.5117899335481,4.633122929556279,2,6,-6.709586607725604,0,True,Weak
VL_0527,237.24575621168373,5.826879458901914,5,2,-7.143777359890107,1,True,Moderate
VL_0528,404.8084946661382,5.3148652924082835,0,8,-7.248511513569764,1,True,Moderate
VL_0529,425.97225017214816,2.266725867320589,1,5,-7.455524965950715,0,True,Moderate
VL_0530,309.56833748955916,1.3205738500664832,3,4,-8.188250527777788,0,True,Moderate
VL_0531,463.8592458777374,3.2113293703668058,3,4,-8.627743698412694,0,True,Moderate
VL_0532,233.847993773104,0.34734095165572265,1,2,-6.417228321428578,0,True,Weak
VL_0533,393.39202013526835,3.4847515712771724,0,5,-7.465200667249418,0,True,Moderate
VL_0534,278.8983800237543,2.778596120551997,3,5,-8.25877786782662,0,True,Moderate
VL_0535,334.81638921978407,2.3009452471976366,3,4,-7.927782344017098,0,True,Moderate
VL_0536,404.7398671316414,0.6079453990998069,0,2,-6.900501111111116,0,True,Weak
VL_0537,313.9586634716048,3.770400159854575,2,4,-7.8627277228049754,0,True,Moderate
VL_0538,361.5444455770175,2.200948740507133,0,4,-6.861450238677995,0,True,Weak
VL_0539,500.62928092144404,1.245124746434568,4,1,-8.958618555555548,1,True,Moderate
VL_0540,342.31081304768514,-1.308393319922474,0,8,-7.314657990981247,0,True,Moderate
VL_0541,483.5692112065142,2.9587276424240456,2,4,-8.711616722222217,0,True,Moderate
VL_0542,287.0293145342382,5.658377395004616,1,10,-7.276191202963704,1,True,Moderate
VL_0543,452.9804177915283,5.491888821821805,0,6,-8.430171225108214,1,True,Moderate
VL_0544,544.15686206579,2.314355615120592,1,3,-9.299539999999993,1,True,Strong
VL_0545,152.83554998727107,2.0966819094573292,2,6,-5.492692333333337,0,True,Weak
VL_0546,320.31047445295235,3.7031613841125357,5,4,-8.086328121794873,0,True,Moderate
VL_0547,457.707212718054,1.5024218412175627,1,3,-8.257452174603165,0,True,Moderate
VL_0548,379.6954613957007,3.452687849729199,3,2,-7.605022689255192,0,True,Moderate
VL_0549,437.1145873371309,4.149120417577036,1,3,-8.503754828282817,0,True,Moderate
VL_0550,339.60148132841795,4.840399835826462,5,5,-8.184321832112335,0,True,Moderate
VL_0551,408.65897874729,2.8497688852800707,2,3,-7.44775292735043,0,True,Moderate
VL_0552,384.432276460792,2.6944893747345513,0,4,-7.359049167249419,0,True,Moderate
VL_0553,516.7782061659807,1.6830261198651584,1,3,-8.966673904761896,1,True,Moderate
VL_0554,425.4420843301213,1.75967946894021,2,6,-7.907636222222225,0,True,Moderate
VL_0555,433.7602662075202,2.66028166214771,0,5,-8.265135923520914,0,True,Moderate
VL_0556,358.8123033877533,3.5510482602242672,1,5,-7.259406381535133,0,True,Moderate
VL_0557,351.23937759275066,4.370376939349875,3,4,-7.7841110344932885,0,True,Moderate
VL_0558,356.7441812180379,1.7952315739794829,0,4,-6.783809116883123,0,True,Weak
VL_0559,439.4452142378297,5.239032853439283,0,6,-8.484253447330438,1,True,Moderate
VL_0560,357.90155191797373,2.5933145984361468,2,4,-7.645394389471644,0,True,Moderate
VL_0561,428.9774856896413,2.9679490584773456,2,6,-8.697800982905974,0,True,Moderate
VL_0562,607.5400798645439,1.879182481278265,2,4,-9.427421666666657,1,True,Strong
VL_0563,487.1124703431692,-0.6363603904094122,4,5,-8.6972745079365,0,True,Moderate
VL_0564,367.39764678321586,4.326068094541575,3,5,-8.080899558302809,0,True,Moderate
VL_0565,520.1213922163945,4.10526584563865,1,4,-9.980660349206346,1,True,Strong
VL_0566,359.19246269784486,2.57800866432268,3,5,-7.928157010683764,0,True,Moderate
VL_0567,196.1875464822146,3.100486075837308,1,3,-5.375237649572651,0,True,Weak
VL_0568,299.1913689082596,3.7739088265561493,3,4,-8.052157010683763,0,True,Moderate
VL_0569,212.92080789741442,0.6561812146701858,3,6,-6.531897333333335,0,True,Weak
VL_0570,364.8486515958691,2.206420983980558,2,6,-7.774136341852594,0,True,Moderate
VL_0571,401.84183791895515,4.19139701943274,3,1,-7.572448832112335,0,True,Moderate
VL_0572,567.6437312275283,1.118565865246126,2,3,-9.253639999999988,1,True,Strong
VL_0573,432.6927373764163,3.440336898249944,3,4,-8.664330920634912,0,True,Moderate
VL_0574,378.08994711911356,0.9651272930648922,1,6,-7.694561943362198,0,True,Moderate
VL_0575,482.9405581183489,3.6996449736502894,3,4,-8.713835365079362,0,True,Moderate
VL_0576,178.8864690992115,2.946537776553775,2,3,-5.2356200000000035,0,True,Weak
VL_0577,423.5614558108566,0.5773022761417357,4,14,-7.413532218253966,1,True,Moderate
VL_0578,477.0865193886967,4.747109031685757,3,5,-8.656818317460312,0,True,Moderate
VL_0579,252.14137542201584,1.8981126348029262,1,4,-6.74123877958153,0,True,Weak
VL_0580,514.375404320693,1.7846213444784285,1,5,-8.981523071428562,1,True,Moderate
VL_0581,433.8496407494414,3.300853795846414,2,5,-8.664664253968247,0,True,Moderate
VL_0582,358.47120860991987,4.722956024143073,4,7,-7.969690133699637,0,True,Moderate
VL_0583,463.2781866106285,1.4762672715324046,2,7,-8.457066571428562,0,True,Moderate
VL_0584,627.0692857804396,3.0925197747719575,3,7,-10.419554777777783,1,True,Strong
VL_0585,418.1866255058495,3.6432247504958593,1,2,-7.216902073093573,0,True,Moderate
VL_0586,424.8220586300336,4.039658410894717,2,5,-7.92633182020757,0,True,Moderate
VL_0587,354.0639100459756,3.264662332915838,4,3,-7.234286443223449,0,True,Moderate
VL_0588,315.01556305352085,2.4494582413750168,4,7,-8.241896685286939,0,True,Moderate
VL_0589,483.03358165442455,1.7586146690269204,1,2,-8.279367225108215,0,True,Moderate
VL_0590,314.3916174091133,3.1292158245695623,3,6,-8.211102867826618,0,True,Moderate
VL_0591,407.15662372193924,1.3917914820215898,0,4,-7.360478384920636,0,True,Moderate
VL_0592,352.23425532348836,-1.3820257252419115,2,8,-7.650093541486297,0,True,Moderate
VL_0593,447.8979825746392,3.6548397062365017,5,5,-8.864371484126977,0,True,Moderate
VL_0594,433.3662105286948,4.355902261629293,1,1,-8.294654828282816,0,True,Moderate
VL_0595,503.7539944257899,-0.5443986533127578,2,2,-8.929445888888882,1,True,Moderate
VL_0596,348.9983601145253,1.4854039429350938,2,3,-6.780968277777787,0,True,Weak
VL_0597,373.01250647066286,3.928731391507797,0,6,-7.455974333916084,0,True,Moderate
VL_0598,302.12362842176924,6.086243204567548,3,8,-7.85092366941392,1,True,Moderate
VL_0599,355.57067399238883,3.031190561513112,1,4,-7.116492048201801,0,True,Moderate
VL_0600,437.7300493044852,1.9079955881562984,4,3,-8.479620507936499,0,True,Moderate
VL_0601,475.6988616645352,2.7256553383427398,5,6,-8.705772007936503,0,True,Moderate
VL_0602,307.78346758223745,5.062314628722277,3,6,-8.161655268620272,1,True,Moderate
VL_0603,486.960592010566,2.031053731313197,2,8,-8.531557071428564,0,True,Moderate
VL_0604,535.5637858804951,1.8012119900246195,0,6,-9.317255499999993,1,True,Strong
VL_0605,441.3434903223701,2.275884716726951,3,6,-8.729032277777767,0,True,Moderate
VL_0606,587.6795812558066,1.5700070876119314,1,5,-9.356799999999987,1,True,Strong
VL_0607,322.6210800896427,3.1840054739921935,1,4,-7.398540560106561,0,True,Moderate
VL_0608,275.5345296688583,5.437017687704341,1,5,-7.313111917249416,1,True,Moderate
VL_0609,222.12797510957213,3.484618909674044,1,5,-6.344838516455763,0,True,Weak
VL_0610,549.6044311489184,2.6214697468105688,2,6,-10.013644999999999,1,True,Strong
VL_0611,465.43656563540577,2.562283096626684,2,11,-8.235204134920629,1,True,Moderate
VL_0612,394.4415329089545,0.6552137869550143,1,8,-7.545182657647911,0,True,Moderate
VL_0613,427.996862631982,4.324664665720738,0,7,-8.121271767538012,0,True,Moderate
VL_0614,287.45109527016234,2.883244204480797,5,7,-8.240367756715507,0,True,Moderate
VL_0615,644.5751979616826,2.7292801296140614,0,4,-10.266831666666667,1,True,Strong
VL_0616,412.92211819752276,7.7896613517672915,0,8,-7.327681965950713,1,True,Moderate
VL_0617,410.9394794604893,3.448129362548529,1,6,-7.520248061188808,0,True,Moderate
VL_0618,472.57666238986917,1.8723134248572235,1,2,-8.264237225108214,0,True,Moderate
VL_0619,448.10092317367133,2.360463605691685,3,4,-8.673999777777768,0,True,Moderate
VL_0620,422.38840242791315,4.722668563795132,1,0,-7.215487997696748,0,True,Moderate
VL_0621,320.9525544554688,3.1699056158066465,0,6,-7.3918619410589415,0,True,Moderate
VL_0622,447.14683571359956,0.8425830325239501,1,0,-8.283365507936498,0,True,Moderate
VL_0623,588.2024496475034,4.378843401862805,4,7,-10.278951246031747,1,True,Strong
VL_0624,534.5420046154977,1.997783871691509,2,9,-9.01823263492063,1,True,Strong
VL_0625,559.3186626639397,5.8099466643263185,0,7,-10.267506126984124,2,False,Strong
VL_0626,348.8784323568815,4.620072098571972,3,2,-7.214402256715513,0,True,Moderate
VL_0627,301.0395179741419,2.329017156511873,1,4,-7.38731103629704,0,True,Moderate
VL_0628,387.4213079900352,4.921524542602669,1,8,-7.5672072109002135,0,True,Moderate
